model,response,phoneme,AIC,BIC,logLik,LRT_stat,LRT_p,ICC,R2_marginal,R2_conditional,fe_Intercept,fe_L2,fe_Male,fe_L2:Male,representation
extended,F1_lob,ɑ,1276.4954449839042,1305.9838303402157,-632.2477224919521,,,0.552750134566811,0.0888507852928214,0.5453592304962596,0.22195673787112993,0.5565121189349893,0.16628290081195668,-0.5844301257106957,
intercept_only,F2_lob,ɑ,21.045154306006225,35.78934698416191,-7.5225771530031125,,,0.4412670692376824,0.0,0.4412670692376824,-0.7939535906778624,,,,
main,F2_lob,ɑ,18.64970771445769,43.22336217805051,-4.324853857228845,6.395446591548534,0.04085511318367211,0.4412670692376824,0.11596508767517075,0.43199115689748707,-0.8210387602321986,0.14900419364599285,-0.10617207951120873,,
full,F2_lob,ɑ,17.7886550080475,47.277040364358875,-2.8943275040237495,2.8610527064101916,0.09074809130303758,0.4412670692376824,0.14395408800705795,0.4168877848161318,-0.9496680440595877,0.3095550935197012,0.05917690901957804,-0.3257926217240567,
extended,F2_lob,ɑ,17.7886550080475,47.277040364358875,-2.8943275040237495,,,0.4412670692376824,0.14395408800705795,0.4168877848161318,-0.9496680440595877,0.3095550935197012,0.05917690901957804,-0.3257926217240567,
intercept_only,F1_lob,e,316.6787710928086,327.13316189328054,-155.3393855464043,,,0.10253794738893951,3.141855585916229e-32,0.10253794738893951,-0.22544272202683235,,,,
main,F1_lob,e,319.0078775442505,336.4318622117038,-154.50393877212525,1.6708935485580696,0.4336806807701561,0.10253794738893951,0.0168395585625728,0.07907579210509501,-0.29213113963791676,0.012084936843704751,0.12844846930334025,,
full,F1_lob,e,317.7001891134005,338.6089707143444,-152.85009455670024,3.307688430850021,0.06895642525997638,0.10253794738893951,0.039782427949045546,0.1201517809596387,-0.43716248438504296,0.19197357990366662,0.3146713365981485,-0.3632595708938987,
extended,F1_lob,e,317.7001891134005,338.6089707143444,-152.85009455670024,,,0.10253794738893951,0.039782427949045546,0.1201517809596387,-0.43716248438504296,0.19197357990366662,0.3146713365981485,-0.3632595708938987,
intercept_only,F2_lob,e,383.23041900094427,393.68480980141624,-188.61520950047213,,,0.07547670096906867,1.720980356752931e-31,0.07547670096906867,0.6380716363417158,,,,
main,F2_lob,e,386.78362202268636,404.20760669013964,-188.39181101134318,0.44679697825790754,0.7997960757433114,0.07547670096906867,0.0034972795216283528,0.08121496758996537,0.6725287872700118,-0.06388804545110827,-0.0003360574163139362,,
full,F2_lob,e,385.6501147113638,406.55889631230775,-186.8250573556819,3.1335073113225462,0.07669856741227707,0.07547670096906867,0.03460945271748095,0.1370563886533416,0.8643737272832613,-0.30053882928404263,-0.24674335227933766,0.47940378942391343,
extended,F2_lob,e,385.6501147113638,406.55889631230775,-186.8250573556819,,,0.07547670096906867,0.03460945271748095,0.1370563886533416,0.8643737272832613,-0.30053882928404263,-0.24674335227933766,0.47940378942391343,
intercept_only,F1_lob,ɛ,234.5831804473778,246.13115478721838,-114.2915902236889,,,0.3572672256859311,0.0,0.3572672256859311,0.0725284669693934,,,,
main,F1_lob,ɛ,233.97065903303292,253.2172829327672,-111.98532951651646,4.612521414344883,0.09963311326226544,0.3572672256859311,0.08747601767027147,0.3590292236122355,0.2867256891626128,-0.27883414561946407,-0.14186071300275016,,
full,F1_lob,ɛ,235.22625481309387,258.32220349277503,-111.61312740654694,0.7444042199390424,0.3882536916991087,0.3572672256859311,0.10276507108751304,0.3615754858930592,0.20377163536032214,-0.17512314775387003,-0.035201056589793465,-0.20909503614185113,
extended,F1_lob,ɛ,235.22625481309387,258.32220349277503,-111.61312740654694,,,0.3572672256859311,0.10276507108751304,0.3615754858930592,0.20377163536032214,-0.17512314775387003,-0.035201056589793465,-0.20909503614185113,
intercept_only,F2_lob,ɛ,566.0787476676637,577.6267220075043,-280.03937383383186,,,0.1284692793280033,3.9230872679494315e-32,0.1284692793280033,0.5960624343962129,,,,
main,F2_lob,ɛ,565.4720518010217,584.7186757007561,-277.73602590051087,4.606695866641985,0.09992374505617638,0.1284692793280033,0.03764710008914557,0.12818801133256175,0.5416533581673859,-0.05865622194652428,0.17982613023571292,,
full,F2_lob,ɛ,559.1648367903977,582.2607854700789,-273.58241839519883,8.307215010624077,0.003948789443203402,0.1284692793280033,0.0883228372424319,0.12869193559100847,0.7836868653424303,-0.36084443271023936,-0.13189180729131064,0.6017262859877336,
extended,F2_lob,ɛ,559.1648367903977,582.2607854700789,-273.58241839519883,,,0.1284692793280033,0.0883228372424319,0.12869193559100847,0.7836868653424303,-0.36084443271023936,-0.13189180729131064,0.6017262859877336,
intercept_only,F1_lob,i,1286.7893815029292,1303.3936694740419,-640.3946907514646,,,0.24568261987175186,0.0,0.24568261987175186,-1.0511504952972521,,,,
main,F1_lob,i,1289.0709762606057,1316.7447895457933,-639.5354881303028,1.7184052423235698,0.4234996373690665,0.24568261987175186,0.02161058016759021,0.24556814452234343,-0.9330289635734701,-0.10063551649142978,-0.13761582416854928,,
full,F1_lob,i,1291.0650018867145,1324.2735778289398,-639.5325009433573,0.005974373891149298,0.9383896049880288,0.24568261987175186,0.021792277886840284,0.24565241014456227,-0.9266735537522516,-0.10858229257688258,-0.14578775269466066,0.0161409093601432,
extended,F1_lob,i,1291.0650018867145,1324.2735778289398,-639.5325009433573,,,0.24568261987175186,0.021792277886840284,0.24565241014456227,-0.9266735537522516,-0.10858229257688258,-0.14578775269466066,0.0161409093601432,
intercept_only,F2_lob,i,3274.4450164376613,3291.049304408774,-1634.2225082188306,,,0.015112856804431632,0.0,0.015112856804431632,1.32860536831357,,,,
main,F2_lob,i,3277.626034661702,3305.2998479468897,-1633.813017330851,0.8189817759594007,0.663988208477966,0.015112856804431632,0.0010500844145426471,0.01511038707148027,1.287396667069065,0.041811549374263846,0.04089856511322547,,
full,F2_lob,i,3279.5090059075155,3312.717581849741,-1633.7545029537578,0.11702875418632175,0.7322796584322782,0.015112856804431632,0.0012175211806805392,0.015135368214352097,1.2739589537185758,0.058673616405742424,0.05819234828241396,-0.03475492373153379,
extended,F2_lob,i,3279.5090059075155,3312.717581849741,-1633.7545029537578,,,0.015112856804431632,0.0012175211806805392,0.015135368214352097,1.2739589537185758,0.058673616405742424,0.05819234828241396,-0.03475492373153379,
intercept_only,F1_lob,o,-46.114757673888505,-37.90616232870502,26.057378836944252,,,0.5540152102780941,0.0,0.5540152102780941,-0.6058461774234577,,,,
main,F1_lob,o,-47.90997198564099,-34.22897974366852,28.954985992820497,5.795214311752488,0.05515503969421553,0.5540152102780941,0.16518284066699987,0.5540161009255877,-0.8067938718577264,0.16782700280629564,0.237748462909796,,
full,F1_lob,o,-48.40176384671042,-31.98457315634345,30.20088192335521,2.49179186106943,0.11444136424221789,0.5540152102780941,0.22210873681706617,0.554022768125396,-0.9182379196588738,0.3071320625577273,0.3810336672255543,-0.28259026406718185,
extended,F1_lob,o,-48.40176384671042,-31.98457315634345,30.20088192335521,,,0.5540152102780941,0.22210873681706617,0.554022768125396,-0.9182379196588738,0.3071320625577273,0.3810336672255543,-0.28259026406718185,
intercept_only,F2_lob,o,-35.82565865275683,-27.617063307573343,20.912829326378414,,,0.6381790325938769,6.61438954792858e-31,0.6381790325938769,-0.5818919858347813,,,,
main,F2_lob,o,-31.975592718763323,-18.294600476790844,20.98779635938166,0.1499340660064945,0.927774071749206,0.6381790325938769,0.005490224166818977,0.6381790628774792,-0.5608256419427997,-0.002370779756750336,-0.04183919293112743,,
full,F2_lob,o,-34.35982381086188,-17.94263312049491,23.17991190543094,4.38423109209856,0.036272849352795275,0.6381790325938769,0.14828987068286617,0.6381767188941142,-0.7605217188473872,0.24724931637398423,0.21491290594619974,-0.5063721950080629,
extended,F2_lob,o,-34.35982381086188,-17.94263312049491,23.17991190543094,,,0.6381790325938769,0.14828987068286617,0.6381767188941142,-0.7605217188473872,0.24724931637398423,0.21491290594619974,-0.5063721950080629,
intercept_only,F1_lob,u,464.9781822360919,478.6866264973348,-229.48909111804596,,,0.21706484317137023,9.237539412156326e-32,0.21706484317137023,-0.8934533136020644,,,,
main,F1_lob,u,462.1525303264325,484.999937428504,-226.07626516321625,6.8256519096594275,0.032947959245768293,0.21706484317137023,0.07362223210511509,0.2525161169151671,-0.8879123008428543,-0.1132683900827746,0.11481592949365009,,
full,F1_lob,u,456.19817476626304,483.61506328874884,-222.09908738313152,7.954355560169461,0.0047971787225428155,0.21706484317137023,0.1257155333804662,0.21453015100335174,-1.0494499633498433,0.08800220508133903,0.32263067390850064,-0.40931893221103033,
extended,F1_lob,u,456.19817476626304,483.61506328874884,-222.09908738313152,,,0.21706484317137023,0.1257155333804662,0.21453015100335174,-1.0494499633498433,0.08800220508133903,0.32263067390850064,-0.40931893221103033,
intercept_only,F2_lob,u,915.9761044343104,929.6845486955533,-454.9880522171552,,,0.10296323515140622,2.2037108239330493e-31,0.10296323515140622,-1.2030801751765923,,,,
main,F2_lob,u,912.8888416560094,935.7362487580808,-451.4444208280047,7.08726277830101,0.028908159468846065,0.10296323515140622,0.03925712661051501,0.10260428775397609,-1.2881456366818596,0.17665128283633608,-0.018697392670367748,,
full,F2_lob,u,914.8374268627977,942.2543153852835,-451.4187134313988,0.05141479321173392,0.8206194643228664,0.10296323515140622,0.039395045864093384,0.10243765474979563,-1.2740329452081804,0.15906184108034177,-0.03686719704760101,0.03576683381968771,
extended,F2_lob,u,914.8374268627977,942.2543153852835,-451.4187134313988,,,0.10296323515140622,0.039395045864093384,0.10243765474979563,-1.2740329452081804,0.15906184108034177,-0.03686719704760101,0.03576683381968771,
intercept_only,F1_lob,y,1305.7107867332293,1318.5743624137147,-649.8553933666146,,,0.10463515702849899,1.5942147929999194e-31,0.10463515702849899,-0.882388602919367,,,,
main,F1_lob,y,1302.0501336195262,1323.4894264203351,-646.0250668097631,7.66065311370312,0.021702527363543868,0.10463515702849899,0.0457680952909326,0.10478125764991447,-0.9900405590094548,-0.08133837223616373,0.30545663034748993,,
full,F1_lob,y,1298.7846821582466,1324.5118335192174,-643.3923410791233,5.265451461279554,0.021752779980775568,0.10463515702849899,0.0696374795921092,0.10696341294923278,-1.2260768730074656,0.217996103293659,0.6087620314487967,-0.6023495033346524,
extended,F1_lob,y,1298.7846821582466,1324.5118335192174,-643.3923410791233,,,0.10463515702849899,0.0696374795921092,0.10696341294923278,-1.2260768730074656,0.217996103293659,0.6087620314487967,-0.6023495033346524,
intercept_only,F2_lob,y,778.5869663030039,791.4505419834893,-386.29348315150196,,,0.19328632849838495,0.0,0.19328632849838495,0.25482871046924355,,,,
main,F2_lob,y,779.6787936455503,801.1180864463593,-384.83939682277514,2.9081726574536333,0.23361371255922653,0.19328632849838495,0.03225601084179056,0.19438605070159243,0.4072692068046423,-0.22293723843349575,-0.07617627143005667,,
full,F2_lob,y,781.3473061552486,807.0744575162194,-384.6736530776243,0.3314874903016971,0.5647845098854901,0.19328632849838495,0.0352659371235278,0.19431997881580007,0.46618350210719695,-0.29717403243494517,-0.15189372729619516,0.14993262914435215,
extended,F2_lob,y,781.3473061552486,807.0744575162194,-384.6736530776243,,,0.19328632849838495,0.0352659371235278,0.19431997881580007,0.46618350210719695,-0.29717403243494517,-0.15189372729619516,0.14993262914435215,
intercept_only,F1_lob,ø,-40.97096920036017,-30.68293231349685,23.485484600180087,,,0.5677512316789242,0.0,0.5677512316789242,-0.5172005398092966,,,,
main,F1_lob,ø,-38.273244487839634,-21.12651634306743,24.136622243919817,1.3022752874794605,0.5214522123476684,0.5677512316789242,0.04007539448144896,0.56778686093688,-0.5895866383245632,0.1254828829963092,0.013392711432852443,,
full,F1_lob,ø,-37.36729526052966,-16.79122148680301,24.68364763026483,1.094050772690025,0.295575428234188,0.5677512316789242,0.07132800011456383,0.5677069266058203,-0.6911358194926713,0.2524401177061888,0.14395594436327597,-0.25723974559858964,
extended,F1_lob,ø,-37.36729526052966,-16.79122148680301,24.68364763026483,,,0.5677512316789242,0.07132800011456383,0.5677069266058203,-0.6911358194926713,0.2524401177061888,0.14395594436327597,-0.25723974559858964,
intercept_only,F2_lob,ø,136.2065465388523,146.49458342571563,-65.10327326942615,,,0.37914826401026763,1.3765372220454256e-33,0.37914826401026763,0.0824584884904759,,,,
