model,response,phoneme,AIC,BIC,logLik,LRT_stat,LRT_p,ICC,R2_marginal,R2_conditional,fe_Intercept,fe_L2,fe_Male,fe_L2:Male,representation
extended,PC3,ɛ,1460.48466474007,1483.5806134197512,-724.242332370035,,,0.015040497850326894,0.016917932219200148,0.0183109838393427,0.19480625767674706,0.012316960717060715,0.08794008348614024,-0.8348354860925795,whisper_layer4
intercept_only,PC3,i,7657.01496214283,7673.619250113942,-3825.507481071415,,,0.06114167998346134,3.306953160147583e-36,0.06114167998346134,0.01606120929293024,,,,whisper_layer4
main,PC3,i,7660.741521188551,7688.415334473739,-3825.3707605942755,0.2734409542790672,0.8722139958119713,0.06114167998346134,0.0010063983020400522,0.06114664492003289,-0.07934761220153141,0.14162637819034793,0.04453404854836424,,whisper_layer4
full,PC3,i,7662.720642830207,7695.929218772432,-3825.3603214151035,0.020878358343907166,0.8851108249016286,0.06114167998346134,0.0010698926880332266,0.06112941097099577,-0.04722724862250602,0.10142157838244222,0.0032222770358911624,0.08198395176284355,whisper_layer4
extended,PC3,i,7662.720642830207,7695.929218772432,-3825.3603214151035,,,0.06114167998346134,0.0010698926880332266,0.06112941097099577,-0.04722724862250602,0.10142157838244222,0.0032222770358911624,0.08198395176284355,whisper_layer4
random_slope,PC3,i,7666.66174223177,7710.93984348807,-3825.330871115885,0.05890059843659401,0.9709791348639936,0.06114167998346134,0.0010759392284676187,0.05571676953434781,-0.047227248622503826,0.10151049968750221,0.003231355594573711,0.08176455595323444,whisper_layer4
intercept_only,PC3,o,528.8259718357218,537.0345671809054,-261.4129859178609,,,0.0983568091898835,3.2872789118732116e-35,0.0983568091898835,-0.10980274502122601,,,,whisper_layer4
main,PC3,o,532.6022365887638,546.2832288307363,-261.3011182943819,0.22373524695797187,0.8941626158025551,0.0983568091898835,0.012742670600379691,0.03863362669878951,-0.4284119828835907,0.0775881632288023,0.5864104318996557,,whisper_layer4
full,PC3,o,534.2562568453964,550.6734475357633,-261.1281284226982,0.3459797433674794,0.5563977702217224,0.0983568091898835,0.01483682357476921,0.04566622927926185,-0.21497352297107447,-0.18920991166184264,0.3119895548692778,0.5412189519210222,whisper_layer4
extended,PC3,o,534.2562568453964,550.6734475357633,-261.1281284226982,,,0.0983568091898835,0.01483682357476921,0.04566622927926185,-0.21497352297107447,-0.18920991166184264,0.3119895548692778,0.5412189519210222,whisper_layer4
intercept_only,PC3,u,2833.728932171084,2847.437376432327,-1413.864466085542,,,0.022409787606058117,0.0,0.022409787606058117,0.05560896887686041,,,,whisper_layer4
main,PC3,u,2837.24694065685,2860.0943477589212,-1413.623470328425,0.4819915142343234,0.7858449606293691,0.022409787606058117,0.0012153799737114072,0.02276287236924113,0.004376164704996821,-0.007203324028441723,0.11912899198988192,,whisper_layer4
full,PC3,u,2839.220786902304,2866.63767542479,-1413.610393451152,0.026153754545703123,0.8715253895988897,0.022409787606058117,0.0012735369193794105,0.022722293770056426,-0.0234698786672457,0.027390148726231075,0.1550249787550569,-0.07049123291891461,whisper_layer4
extended,PC3,u,2839.220786902304,2866.63767542479,-1413.610393451152,,,0.022409787606058117,0.0012735369193794105,0.022722293770056426,-0.0234698786672457,0.027390148726231075,0.1550249787550569,-0.07049123291891461,whisper_layer4
random_slope,PC3,u,2847.131460352468,2883.6873117157825,-1415.565730176234,-3.910673450163813,1.0,0.022409787606058117,0.0014914399973555061,0.004424172847147951,-0.023708631581027786,0.014154769410951685,0.154290965645052,-0.05868963009913485,whisper_layer4
intercept_only,PC3,y,2243.5221725172573,2256.3857481977425,-1118.7610862586287,,,0.02163767605069374,2.0458505334662192e-34,0.02163767605069374,-0.16058403305435037,,,,whisper_layer4
main,PC3,y,2247.4989915642395,2268.9382843650483,-1118.7494957821198,0.023180953017799766,0.9884764343050518,0.02163767605069374,6.919956670786667e-05,0.0216128365700384,-0.17681311115323217,0.0323281519089418,7.26354289008351e-05,,whisper_layer4
full,PC3,y,2247.4219889738656,2273.1491403348364,-1117.7109944869328,2.0770025903739224,0.14953356293244643,0.02163767605069374,0.005996737534791851,0.022102637791187513,0.10346942834245638,-0.32615489702828876,-0.3592933183544206,0.7170681845214039,whisper_layer4
extended,PC3,y,2247.4219889738656,2273.1491403348364,-1117.7109944869328,,,0.02163767605069374,0.005996737534791851,0.022102637791187513,0.10346942834245638,-0.32615489702828876,-0.3592933183544206,0.7170681845214039,whisper_layer4
intercept_only,PC3,ø,1021.8444649202861,1032.1325018071493,-507.92223246014305,,,0.02590094138885992,1.5234168345935094e-34,0.02590094138885992,-0.12788428798988705,,,,whisper_layer4
main,PC3,ø,1020.0849696612499,1037.231697806022,-505.04248483062497,5.759495259036157,0.05614893137906876,0.02590094138885992,0.02996411788732412,0.04694875951932814,0.4559520746341858,-0.28661769028748885,-0.9073292127591313,,whisper_layer4
full,PC3,ø,1020.3514120111711,1040.9274857848977,-504.17570600558554,1.7335576500788648,0.18795718972852277,0.02590094138885992,0.03953796140170687,0.05947833266100256,0.8887774261335507,-0.8286169273444458,-1.4638189504011732,1.0842260736472225,whisper_layer4
extended,PC3,ø,1020.3514120111711,1040.9274857848977,-504.17570600558554,,,0.02590094138885992,0.03953796140170687,0.05947833266100256,0.8887774261335507,-0.8286169273444458,-1.4638189504011732,1.0842260736472225,whisper_layer4
intercept_only,PC3,ə,499.32146194324105,507.6079837476343,-246.66073097162052,,,1.3289418474252576e-10,4.852278298097546e-35,1.3289418474252576e-10,0.06046803063519712,,,,whisper_layer4
main,PC3,ə,502.2520424558036,516.0629121297924,-246.1260212279018,1.0694194874374716,0.5858393090083298,1.3289418474252576e-10,0.009098691591039447,0.009098691691949181,0.2768370800368068,-0.330719484297462,0.23049442202254283,,whisper_layer4
full,PC3,ə,504.2293131756453,520.8023567844318,-246.11465658782265,0.022729280158273468,0.880163202817947,1.3289418474252576e-10,0.009291172668931777,0.009291172771356368,0.3015450879827013,-0.36108354225657485,0.16310894584999147,0.19040456376577916,whisper_layer4
extended,PC3,ə,504.2293131756453,520.8023567844318,-246.11465658782265,,,1.3289418474252576e-10,0.009291172668931777,0.009291172771356368,0.3015450879827013,-0.36108354225657485,0.16310894584999147,0.19040456376577916,whisper_layer4
random_slope,PC3,ə,516.0078902848709,538.105281763253,-250.00394514243544,-7.77857710922558,1.0,1.3289418474252576e-10,0.007617120211093379,0.008900996923116966,0.3033711364702624,-0.2551195778565809,0.1612607230068156,0.4415452690558252,whisper_layer4
intercept_only,PC4,a,12240.616394480825,12258.732898754188,-6117.3081972404125,,,0.008225206737440467,4.0496238837420007e-33,0.008225206737440467,-0.3447451544265518,,,,whisper_layer4
main,PC4,a,12238.504689950354,12268.698863739293,-6114.252344975177,6.111704530470888,0.04708257682269122,0.008225206737440467,0.0038336651082370794,0.0077884997176534305,-0.5246933065558375,0.10795900680946653,0.265459226040458,,whisper_layer4
full,PC4,a,12240.298653846734,12276.53166239346,-6114.149326923367,0.2060361036201357,0.6498921662842096,0.008225206737440467,0.003927806833342571,0.007775442355493615,-0.5607689240117623,0.15208035704075928,0.31205221907441394,-0.09083187552983887,whisper_layer4
extended,PC4,a,12240.298653846734,12276.53166239346,-6114.149326923367,,,0.008225206737440467,0.003927806833342571,0.007775442355493615,-0.5607689240117623,0.15208035704075928,0.31205221907441394,-0.09083187552983887,whisper_layer4
intercept_only,PC4,ɑ,4619.837201366488,4634.581394044644,-2306.918600683244,,,0.027380291748819504,8.321547214949325e-36,0.027380291748819504,-0.059059456074322704,,,,whisper_layer4
main,PC4,ɑ,4642.535187637242,4667.108842100835,-2316.267593818621,-18.697986270753972,1.0,0.027380291748819504,0.004113286098625658,0.004113286098625658,-0.18766905420421168,0.3542057118452516,0.14854720362958518,,whisper_layer4
full,PC4,ɑ,4622.799597018713,4652.2879823750245,-2305.3997985093565,21.735590618529386,3.129314561623524e-06,0.027380291748819504,0.007622190479636461,0.02815592780619665,-0.41297414738679633,0.2812573415997646,0.5637006672422183,-0.6980165524972783,whisper_layer4
extended,PC4,ɑ,4622.799597018713,4652.2879823750245,-2305.3997985093565,,,0.027380291748819504,0.007622190479636461,0.02815592780619665,-0.41297414738679633,0.2812573415997646,0.5637006672422183,-0.6980165524972783,whisper_layer4
intercept_only,PC4,e,1055.9294564484305,1066.3838472489024,-524.9647282242153,,,0.0065587954544726835,0.0,0.0065587954544726835,-0.3054308687585762,,,,whisper_layer4
main,PC4,e,1059.8166234697258,1077.240608137179,-524.9083117348629,0.11283297870477327,0.9451454109048566,0.0065587954544726835,0.0005263264655793938,0.007235664581278902,-0.2750205660315704,0.017463596143170574,-0.08712791959325028,,whisper_layer4
full,PC4,e,1060.6633239566384,1081.5721055575823,-524.3316619783192,1.1532995130874042,0.28285950970312007,0.0065587954544726835,0.005848195847917626,0.013487935267879234,0.03928224928677066,-0.36763621235727906,-0.49019652828679455,0.7765263803658121,whisper_layer4
extended,PC4,e,1060.6633239566384,1081.5721055575823,-524.3316619783192,,,0.0065587954544726835,0.005848195847917626,0.013487935267879234,0.03928224928677066,-0.36763621235727906,-0.49019652828679455,0.7765263803658121,whisper_layer4
intercept_only,PC4,ɛ,1436.4034120431124,1447.951386382953,-715.2017060215562,,,0.00101123126061473,8.530652971100495e-34,0.00101123126061473,-0.46473925286406104,,,,whisper_layer4
main,PC4,ɛ,1436.1906093276007,1455.437233227335,-713.0953046638003,4.212802715511771,0.12167504447303995,0.00101123126061473,0.012586298243738652,0.01469165919597422,-0.6537883248328263,-0.02147633317271386,0.414619019350043,,whisper_layer4
full,PC4,ɛ,1436.7225621199918,1459.818510799673,-712.3612810599959,1.4680472076088336,0.22565405324606955,0.00101123126061473,0.017041714207670023,0.01954659359809073,-0.9084857894211172,0.29731605933459365,0.7420788863205146,-0.6112011118130419,whisper_layer4
extended,PC4,ɛ,1436.7225621199918,1459.818510799673,-712.3612810599959,,,0.00101123126061473,0.017041714207670023,0.01954659359809073,-0.9084857894211172,0.29731605933459365,0.7420788863205146,-0.6112011118130419,whisper_layer4
intercept_only,PC4,i,7438.567042173878,7455.17133014499,-3716.283521086939,,,0.013557282731868854,2.4700273953085445e-34,0.013557282731868854,0.13754462501526957,,,,whisper_layer4
main,PC4,i,7438.560216500884,7466.234029786072,-3714.280108250442,4.0068256729937275,0.13487419330249065,0.013557282731868854,0.0044911685113347396,0.013567546721867925,0.20288012232854577,-0.18896954867056937,0.07001987905358999,,whisper_layer4
full,PC4,i,7440.558298641588,7473.766874583814,-3714.279149320794,0.0019178592956450302,0.9650691116281384,0.013557282731868854,0.004493252948214683,0.013565793413500964,0.20752360748455745,-0.1948031437286482,0.06404186557381968,0.01207226796977979,whisper_layer4
extended,PC4,i,7440.558298641588,7473.766874583814,-3714.279149320794,,,0.013557282731868854,0.004493252948214683,0.013565793413500964,0.20752360748455745,-0.1948031437286482,0.06404186557381968,0.01207226796977979,whisper_layer4
intercept_only,PC4,o,535.8519059817883,544.0605013269718,-264.92595299089413,,,6.64061248193502e-10,5.043251389506998e-34,6.64061248193502e-10,-0.29567998869900125,,,,whisper_layer4
main,PC4,o,537.9318796393062,551.6128718812787,-263.9659398196531,1.9200263424820605,0.3828878428338345,6.64061248193502e-10,0.01670129695888403,0.016701297173454692,-0.16253499004622643,-0.46970685151243796,0.24081261563573975,,whisper_layer4
full,PC4,o,538.2317793305929,554.6489700209598,-263.11588966529644,1.7001003087133313,0.1922748594428152,6.64061248193502e-10,0.03125658604451188,0.03125658631603571,-0.7397624555354324,0.2518274803490693,0.9829622141218618,-1.4636839303476297,whisper_layer4
extended,PC4,o,538.2317793305929,554.6489700209598,-263.11588966529644,,,6.64061248193502e-10,0.03125658604451188,0.03125658631603571,-0.7397624555354324,0.2518274803490693,0.9829622141218618,-1.4636839303476297,whisper_layer4
intercept_only,PC4,u,2661.1024052806933,2674.810849541936,-1327.5512026403467,,,0.01065819936890613,3.171006415587546e-34,0.01065819936890613,0.14477393644221806,,,,whisper_layer4
main,PC4,u,2664.460529697486,2687.3079367995574,-1327.230264848743,0.6418755832073657,0.7254683798109176,0.01065819936890613,0.0012227468870577081,0.010632376624225153,0.2600484463317152,-0.1340490499303551,-0.09303243158319184,,whisper_layer4
full,PC4,u,2666.416390769815,2693.8332792923006,-1327.2081953849074,0.044138927671156125,0.833595350612289,0.01065819936890613,0.0013041487131775728,0.010591147038257935,0.23225459577031715,-0.09964815302200496,-0.05716425510513765,-0.0703159551578704,whisper_layer4
extended,PC4,u,2666.416390769815,2693.8332792923006,-1327.2081953849074,,,0.01065819936890613,0.0013041487131775728,0.010591147038257935,0.23225459577031715,-0.09964815302200496,-0.05716425510513765,-0.0703159551578704,whisper_layer4
intercept_only,PC4,y,2227.7378852286934,2240.6014609091785,-1110.8689426143467,,,0.01254482860191353,2.1130629783048513e-34,0.01254482860191353,-0.2263186223800666,,,,whisper_layer4
main,PC4,y,2226.5113432176545,2247.9506360184632,-1108.2556716088272,5.226542011038873,0.07329440482654564,0.01254482860191353,0.011509768064716893,0.012797621794159213,0.0708419352204444,-0.12455661353135745,-0.4653886281282808,,whisper_layer4
full,PC4,y,2227.3015055624096,2253.0286569233804,-1107.6507527812048,1.2098376552448826,0.27136427623842485,0.01254482860191353,0.013852913088724276,0.015617245094413201,0.24341227151453454,-0.3476597354786615,-0.686606936370404,0.44445963686018447,whisper_layer4
extended,PC4,y,2227.3015055624096,2253.0286569233804,-1107.6507527812048,,,0.01254482860191353,0.013852913088724276,0.015617245094413201,0.24341227151453454,-0.3476597354786615,-0.686606936370404,0.44445963686018447,whisper_layer4
random_slope,PC4,y,2231.9085637756793,2266.2114322569737,-1107.9542818878397,-0.6070582132697382,1.0,0.01254482860191353,0.013715028054737614,0.028629473380203444,0.24341227151453562,-0.3495943266840449,-0.6868033710792623,0.44789886465366724,whisper_layer4
intercept_only,PC4,ø,1025.8452845110573,1036.1333213979206,-509.9226422555287,,,0.041490971704742724,5.961673733410693e-34,0.041490971704742724,-0.28764401416171576,,,,whisper_layer4
main,PC4,ø,1028.5472012854063,1045.6939294301785,-509.2736006427032,1.2980832256509984,0.5225463385656587,0.041490971704742724,0.008064285854366379,0.04144947803345142,-0.7293387844882113,0.4538508059117814,0.42534812711882125,,whisper_layer4
full,PC4,ø,1029.1159652023812,1049.6920389761078,-508.5579826011906,1.4312360830251691,0.23156281499442255,0.041490971704742724,0.017527382255177592,0.026704449723321175,-0.29997610983749046,-0.08518252299846471,-0.12668959743210453,1.075027062638316,whisper_layer4
extended,PC4,ø,1029.1159652023812,1049.6920389761078,-508.5579826011906,,,0.041490971704742724,0.017527382255177592,0.026704449723321175,-0.29997610983749046,-0.08518252299846471,-0.12668959743210453,1.075027062638316,whisper_layer4
intercept_only,PC4,ə,470.01487595888113,478.3013977632744,-232.00743797944057,,,0.04634265388672267,9.850242648839872e-34,0.04634265388672267,-0.31114747926255065,,,,whisper_layer4
main,PC4,ə,473.89126335651133,487.70213303050014,-231.94563167825567,0.12361260236980343,0.9400649586255716,0.04634265388672267,0.001516335696018655,0.047656300941224305,-0.45487994540510385,0.1688911999240007,0.14072540716697543,,whisper_layer4
full,PC4,ə,472.3992777075898,488.97232131637634,-230.1996388537949,3.4919856489215135,0.06166657689381407,0.04634265388672267,0.018741651695750795,0.018741652442148787,-0.7294415982821886,0.523125687432431,0.7580633562654469,-1.4178430735741563,whisper_layer4
extended,PC4,ə,472.3992777075898,488.97232131637634,-230.1996388537949,,,0.04634265388672267,0.018741651695750795,0.018741652442148787,-0.7294415982821886,0.523125687432431,0.7580633562654469,-1.4178430735741563,whisper_layer4
intercept_only,PC5,a,11983.349528109113,12001.466032382476,-5988.674764054556,,,0.002308197265070669,2.4817372802579087e-33,0.002308197265070669,-0.24747127363343568,,,,whisper_layer4
main,PC5,a,11986.961499432986,12017.155673221925,-5988.480749716493,0.38802867612685077,0.8236460946939681,0.002308197265070669,0.00016779917424589627,0.002315427621531903,-0.2889920019989882,0.030903439097790128,0.05473157560352999,,whisper_layer4
full,PC5,a,11988.805251046357,12025.038259593082,-5988.402625523178,0.15624838662915863,0.6926342899772004,0.002308197265070669,0.00023541245300420986,0.0023029941159807324,-0.26154160244097163,-0.002575280075006984,0.019217030419472498,0.06911116905473329,whisper_layer4
extended,PC5,a,11988.805251046357,12025.038259593082,-5988.402625523178,,,0.002308197265070669,0.00023541245300420986,0.0023029941159807324,-0.26154160244097163,-0.002575280075006984,0.019217030419472498,0.06911116905473329,whisper_layer4
random_slope,PC5,a,11990.023265462125,12038.333943524427,-5987.0116327310625,2.781985584231734,0.24882814734117797,0.002308197265070669,0.000237906118498961,0.007980104769614388,-0.26132103556002784,-0.003610624811523089,0.021381756816722348,0.06682229282783327,whisper_layer4
intercept_only,PC5,ɑ,4581.97437318212,4596.718565860276,-2287.98718659106,,,0.014962448926957583,2.2277209229489947e-33,0.014962448926957583,-0.27669520567562944,,,,whisper_layer4
main,PC5,ɑ,4585.12243751144,4609.696091975033,-2287.56121875572,0.8519356706801773,0.6531373497235519,0.014962448926957583,0.0016579496128986345,0.016872869193636033,-0.43253746121644526,0.21850801690465535,0.1095430389374555,,whisper_layer4
full,PC5,ɑ,4586.654079348402,4616.142464704713,-2287.327039674201,0.46835816303791944,0.49374346151154236,0.014962448926957583,0.0024873399778011923,0.0177990587980058,-0.5544175992706072,0.3929896076391386,0.26549228313285417,-0.327239760257069,whisper_layer4
extended,PC5,ɑ,4586.654079348402,4616.142464704713,-2287.327039674201,,,0.014962448926957583,0.0024873399778011923,0.0177990587980058,-0.5544175992706072,0.3929896076391386,0.26549228313285417,-0.327239760257069,whisper_layer4
intercept_only,PC5,e,1040.2702697523052,1050.724660552777,-517.1351348761526,,,0.020772335542324216,1.1227438810822241e-35,0.020772335542324216,-0.01554236494407489,,,,whisper_layer4
main,PC5,e,1038.5785678007871,1056.0025524682403,-514.2892839003936,5.691701951518098,0.05808481693133409,0.020772335542324216,0.026077023831785305,0.03271620524109191,0.5175819132108561,-0.3024052263895012,-0.8040498770053949,,whisper_layer4
full,PC5,e,1040.5757185615182,1061.4845001624622,-514.2878592807591,0.002849239268925885,0.9574305218317122,0.020772335542324216,0.02608721518155399,0.03273001328321824,0.5325446526209501,-0.32075681807940726,-0.8232415824990684,0.03699300894783443,whisper_layer4
extended,PC5,e,1040.5757185615182,1061.4845001624622,-514.2878592807591,,,0.020772335542324216,0.02608721518155399,0.03273001328321824,0.5325446526209501,-0.32075681807940726,-0.8232415824990684,0.03699300894783443,whisper_layer4
intercept_only,PC5,ɛ,1337.3298825503493,1348.8778568901898,-665.6649412751747,,,0.0014935693879681142,1.1349459522755942e-33,0.0014935693879681142,-0.18138894204899458,,,,whisper_layer4
main,PC5,ɛ,1337.6002201029828,1356.846844002717,-663.8001100514914,3.729662447366536,0.15492235490295503,0.0014935693879681142,0.011329781655489358,0.013870760911386776,-0.2980017359582069,0.29682159067236535,-0.08606269827987958,,whisper_layer4
full,PC5,ɛ,1339.6000291926216,1362.6959778723028,-663.8000145963108,0.0001909103611978935,0.9889759546087215,0.0014935693879681142,0.011330764992767275,0.013872370750540493,-0.2950502669231765,0.2931273044236117,-0.0898574619645962,0.007088271038687489,whisper_layer4
extended,PC5,ɛ,1339.6000291926216,1362.6959778723028,-663.8000145963108,,,0.0014935693879681142,0.011330764992767275,0.013872370750540493,-0.2950502669231765,0.2931273044236117,-0.0898574619645962,0.007088271038687489,whisper_layer4
intercept_only,PC5,i,7003.08282412424,7019.687112095352,-3498.54141206212,,,0.013156908672367998,1.9485503682918738e-35,0.013156908672367998,0.04490710040618344,,,,whisper_layer4
main,PC5,i,7001.027593742312,7028.7014070275,-3495.513796871156,6.055230381927686,0.04843099919884837,0.013156908672367998,0.006341685165836337,0.01331365281692207,0.13598310105414982,-0.21909518165825498,0.04838516640693484,,whisper_layer4
full,PC5,i,7002.898059086512,7036.106635028737,-3495.449029543256,0.12953465579994372,0.7189150123672,0.013156908672367998,0.006459750634984859,0.01331988335237032,0.16789167922209275,-0.2592006541376839,0.007286189745814584,0.08321850283255267,whisper_layer4
extended,PC5,i,7002.898059086512,7036.106635028737,-3495.449029543256,,,0.013156908672367998,0.006459750634984859,0.01331988335237032,0.16789167922209275,-0.2592006541376839,0.007286189745814584,0.08321850283255267,whisper_layer4
intercept_only,PC5,o,497.27848497900845,505.48708032419194,-245.63924248950423,,,1.6909306989832408e-10,4.421198017002497e-35,1.6909306989832408e-10,-0.08216665894315955,,,,whisper_layer4
main,PC5,o,500.8565283680475,514.53752061002,-245.42826418402376,0.4219566109609332,0.8097916347311502,1.6909306989832408e-10,0.003694532146963247,0.003694532322491018,-0.32854726861182915,0.18811112013973383,0.31112448692304273,,whisper_layer4
full,PC5,o,501.53634393121297,517.9535346215799,-244.76817196560648,1.3201844368345519,0.25055895272712275,1.6909306989832408e-10,0.015165762813758555,0.015165763089484075,0.10413281992077879,-0.35273899052602603,-0.24517848404745318,1.0971530816362556,whisper_layer4
extended,PC5,o,501.53634393121297,517.9535346215799,-244.76817196560648,,,1.6909306989832408e-10,0.015165762813758555,0.015165763089484075,0.10413281992077879,-0.35273899052602603,-0.24517848404745318,1.0971530816362556,whisper_layer4
intercept_only,PC5,u,2462.531113794119,2476.2395580553616,-1228.2655568970595,,,0.00898728769566665,1.637207330134098e-36,0.00898728769566665,0.008734051763292653,,,,whisper_layer4
main,PC5,u,2463.9544340968787,2486.80184119895,-1226.9772170484393,2.5766796972402517,0.2757281538074051,0.00898728769566665,0.004484907396020643,0.009196175439638025,-0.19056922475154264,0.2147979659581757,0.18098133358897725,,whisper_layer4
full,PC5,u,2465.0874102816333,2492.504298804119,-1226.5437051408167,0.8670238152453749,0.35178056217268305,0.00898728769566665,0.005877570632840041,0.009438925560816245,-0.2899622851157752,0.3372323519873993,0.30937042128421255,-0.2506227682549018,whisper_layer4
extended,PC5,u,2465.0874102816333,2492.504298804119,-1226.5437051408167,,,0.00898728769566665,0.005877570632840041,0.009438925560816245,-0.2899622851157752,0.3372323519873993,0.30937042128421255,-0.2506227682549018,whisper_layer4
intercept_only,PC5,y,2140.883268010421,2153.746843690906,-1067.4416340052105,,,0.00014765297850516452,0.0,0.00014765297850516452,0.15406263356342878,,,,whisper_layer4
main,PC5,y,2143.22750424589,2164.666797046699,-1066.613752122945,1.6557637645310024,0.4369738688897038,0.00014765297850516452,0.003147071324819713,0.0036370613415022458,0.31088775476520886,-0.0807111781659332,-0.23037612589048861,,whisper_layer4
full,PC5,y,2143.023108644788,2168.7502600057587,-1065.511554322394,2.204395601102078,0.13761782201429404,0.00014765297850516452,0.007421304008730541,0.008360084681172997,0.525535972540578,-0.35743797819020956,-0.5055284642551157,0.551998543085349,whisper_layer4
extended,PC5,y,2143.023108644788,2168.7502600057587,-1065.511554322394,,,0.00014765297850516452,0.007421304008730541,0.008360084681172997,0.525535972540578,-0.35743797819020956,-0.5055284642551157,0.551998543085349,whisper_layer4
intercept_only,PC5,ø,984.6587504419251,994.9467873287884,-489.32937522096256,,,0.01951433204551095,0.0,0.01951433204551095,-0.0556660345130361,,,,whisper_layer4
main,PC5,ø,988.2701158002474,1005.4168439450195,-489.1350579001237,0.3886346416777542,0.8233965819151535,0.01951433204551095,0.0023113054016187565,0.022557288879440248,-0.20852873993476184,0.07876378592865309,0.23344155230514027,,whisper_layer4
full,PC5,ø,990.1853569439295,1010.7614307176561,-489.09267847196475,0.08475885631787605,0.7709490339179081,0.01951433204551095,0.0028279959109154397,0.02324129653813334,-0.11742059513926525,-0.035320998993669896,0.11630250899664454,0.22833464832984204,whisper_layer4
extended,PC5,ø,990.1853569439295,1010.7614307176561,-489.09267847196475,,,0.01951433204551095,0.0028279959109154397,0.02324129653813334,-0.11742059513926525,-0.035320998993669896,0.11630250899664454,0.22833464832984204,whisper_layer4
intercept_only,PC5,ə,480.52275499491077,488.80927679930403,-237.26137749745538,,,0.028989235315841685,3.626239065876434e-33,0.028989235315841685,-0.21138377131056388,,,,whisper_layer4
main,PC5,ə,480.6316892489201,494.4425589229089,-235.31584462446006,3.891065745990659,0.14291104960536394,0.028989235315841685,0.026938122182131426,0.026938124552553264,-0.8186620357375637,0.7577882217214295,0.3690840763876941,,whisper_layer4
full,PC5,ə,481.99505672805606,498.5681003368426,-234.99752836402803,0.6366325208640546,0.4249328472375644,0.028989235315841685,0.03221846742532271,0.03221846811819723,-0.6995944989289431,0.611464259170104,0.04435443413389014,0.9175568493656436,whisper_layer4
extended,PC5,ə,481.99505672805606,498.5681003368426,-234.99752836402803,,,0.028989235315841685,0.03221846742532271,0.03221846811819723,-0.6995944989289431,0.611464259170104,0.04435443413389014,0.9175568493656436,whisper_layer4
intercept_only,PC1,a,28563.08547852532,28581.201982798684,-14278.54273926266,,,0.03426168641055312,0.0,0.03426168641055312,-10.345079160121543,,,,xlsr_layer3
main,PC1,a,28552.0269560505,28582.22112983944,-14271.01347802525,15.058522474821075,0.0005371349253337656,0.03426168641055312,0.021125897507636528,0.03347931352952734,-4.646914448187092,-3.1488349716366293,-8.644006319228758,,xlsr_layer3
full,PC1,a,28549.40799942723,28585.641007973954,-14268.703999713614,4.618956623271515,0.031620466787486895,0.03426168641055312,0.024477053152455047,0.03288563367805737,-1.6267275461800423,-6.905695550195519,-12.529003608033205,7.654593555599273,xlsr_layer3
extended,PC1,a,28549.40799942723,28585.641007973954,-14268.703999713614,,,0.03426168641055312,0.024477053152455047,0.03288563367805737,-1.6267275461800423,-6.905695550195519,-12.529003608033205,7.654593555599273,xlsr_layer3
intercept_only,PC1,ɑ,6924.984651698014,6939.72884437617,-3459.492325849007,,,0.4264311519505645,0.0,0.4264311519505645,-12.462870646602799,,,,xlsr_layer3
main,PC1,ɑ,6913.702650788602,6938.276305252195,-3451.851325394301,15.28200090941209,0.0004803476455234025,0.4264311519505645,0.22418564661259413,0.40959650770446704,-11.790721615640564,4.547131463056536,-6.1996128686564855,,xlsr_layer3
full,PC1,ɑ,6914.927374472258,6944.415759828569,-3451.463687236129,0.7752763163443888,0.37858971473601155,0.4264311519505645,0.22265645904619277,0.4021821214451288,-13.394099889344332,6.615593055749499,-4.139890420596067,-4.124424236518037,xlsr_layer3
extended,PC1,ɑ,6914.927374472258,6944.415759828569,-3451.463687236129,,,0.4264311519505645,0.22265645904619277,0.4021821214451288,-13.394099889344332,6.615593055749499,-4.139890420596067,-4.124424236518037,xlsr_layer3
intercept_only,PC1,e,1706.8722441179405,1717.3266349184123,-850.4361220589702,,,0.2873149933133383,6.100560800130481e-31,0.2873149933133383,36.66597859221759,,,,xlsr_layer3
main,PC1,e,1709.1828760005476,1726.6068606680008,-849.5914380002738,1.6893681173928599,0.42969309456368154,0.2873149933133383,0.028684290981552073,0.28672074778175444,39.499848250566906,-1.9576875665255336,-3.81227899845891,,xlsr_layer3
full,PC1,e,1706.2819753445576,1727.1907569455016,-847.1409876722788,4.900900655989972,0.02684269216379326,0.2873149933133383,0.09702230373723508,0.284311410122997,44.24440805117274,-7.856814982249792,-9.909482244348002,11.959130540223368,xlsr_layer3
extended,PC1,e,1706.2819753445576,1727.1907569455016,-847.1409876722788,,,0.2873149933133383,0.09702230373723508,0.284311410122997,44.24440805117274,-7.856814982249792,-9.909482244348002,11.959130540223368,xlsr_layer3
intercept_only,PC1,ɛ,2983.8675036082977,2995.4154779481382,-1488.9337518041489,,,0.01266133574095049,4.0369679742156585e-32,0.01266133574095049,27.825415877711947,,,,xlsr_layer3
main,PC1,ɛ,2982.9683680520575,3002.214991951792,-1486.4841840260287,4.899135556240253,0.08633089253721042,0.01266133574095049,0.015307807777974889,0.016378828986277717,24.77110922489949,4.854768501073663,0.9982541570313395,,xlsr_layer3
